model,train_test_mean,train_test_var,cross_val_mean,cross_val_var,leave_group_mean,leave_group_var,leave_dataset_mean,leave_dataset_var,stratified_mean,stratified_var
knn,1.3016516617426253,0.005887917615337517,1.3322613922548525,0.11382080276900916,1.3927901599459238,0.13864910905293115,1.4875460337770137,0.026087483553350225,1.2944081443221995,0.0027338631876467723
rf,1.2019930132154613,0.006038075500474011,1.1992107414362778,0.12429776563156476,1.2799126537721637,0.17092306190651824,1.4597308502074493,0.040116001678633544,1.204697485592862,0.0033101611667013717
ada,1.2105186287106784,0.00678557088240864,1.221858108536301,0.12072725929230858,1.286842894135345,0.17713801657336342,1.463416146163064,0.04920691557529068,1.220330927542559,0.0036750879813537344
gb,1.2171876407178865,0.006543322677845076,1.2008240187274024,0.19040787420369065,1.2704205999816307,0.31415175614230034,1.519903051641164,0.0860539313908833,1.304296744817179,0.0005555243574559105
xg,1.1965126880003787,0.005835989721191796,1.1970866615496685,0.13236076432981106,1.285079647456705,0.1487756500676246,1.4518802954996448,0.03225325250627008,1.1947153142712814,0.005630891111440034
mlp,1.200255126547141,0.005997364580324599,1.2065060076387653,0.1325107046636704,1.2917404717251566,0.17314222528992487,1.4901903683713678,0.016777891518354036,1.2179830823125817,0.0023668398210064823
svm,1.2180167370227732,0.007833100264547347,1.2213375802063562,0.24464084429518923,1.3145445305679895,0.28506958655578585,1.567031701562553,0.085202146427116,1.359701432759294,2.630622442843038e-05
