model,train_test_mean,train_test_var,cross_val_mean,cross_val_var,leave_group_mean,leave_group_var,leave_dataset_mean,leave_dataset_var,stratified_mean,stratified_var
knn,1.577042558819339,0.008153081092168982,1.60819243802298,0.08832125032939595,1.6318513544393016,0.11520960684744004,1.8491966149075307,0.03425356450249924,1.574928767901697,0.004718845903887212
rf,1.4569160624198654,0.006269115581681776,1.4428091558760265,0.12748788172691636,1.5110614446004251,0.14142999632399464,1.7443304157245698,0.05347805974989774,1.4312395700321034,0.0010417517013447297
ada,1.4672036437422695,0.007829113582931986,1.4393412087038493,0.13135683034550014,1.538609305970669,0.18706788657475285,1.8114882505669105,0.07009671377836454,1.4637041012173835,0.0022909101825602514
gb,1.457920353306444,0.00576889641434031,1.4429682235743597,0.11594789435799333,1.510970887807034,0.12666612853825068,1.7288219964125937,0.05891470612421711,1.685493247603084,0.001380629401034316
xg,1.4487275274257392,0.0053211664875708045,1.4456755380078647,0.127586069214696,1.505228630815759,0.17012857259522007,1.7381699908263943,0.05840992596968597,1.440521605128084,0.0013889215920682594
mlp,1.4509631516122943,0.00519325453138783,1.4456620069846207,0.11172453813182945,1.4770945709876488,0.11988819538613518,1.7267840504912955,0.06721079021973624,1.437810282565883,0.0007521531171395013
svm,1.624244978046055,0.015090946780898703,1.5235688402511653,0.41549134984056985,1.6107686083685755,0.2889421674021505,1.850189004409253,0.15612562662222648,1.6445530961106944,0.000666594045580584
