model,train_test_mean,train_test_var,cross_val_mean,cross_val_var,leave_group_mean,leave_group_var,leave_dataset_mean,leave_dataset_var,stratified_mean,stratified_var
knn,1.5075313213594346,0.0072794465422212195,1.5275513036618937,0.15888949460755408,1.5761529822829956,0.08356714759996407,1.8438318874057875,0.05482860759552387,1.4934733071414577,0.0037523970773500745
rf,1.4236277736864686,0.005901605524412467,1.432737493462608,0.10854845475353805,1.5485509775090311,0.09854391662715871,1.7818379682224919,0.026998610151152267,1.4126353146308277,0.006741029655595997
ada,1.4260251297278188,0.00848168939854839,1.4172350878885573,0.18050576045787312,1.4835561419502152,0.19927354711891634,1.8630489070252394,0.08729300556678073,1.4353421656883059,0.010291707998002485
gb,1.6322029213494478,0.015663420997782295,1.5535676863614019,0.3921915192667755,1.5745326065620648,0.33682947928274387,1.8771548573697996,0.2117678881571357,1.6699444966252133,0.001770409509885343
xg,1.4202376093505147,0.007816245771656707,1.4289526620128512,0.09241631224862325,1.5758484062297555,0.16547761419878937,2.1356443123456574,0.012862424729012391,1.4094172939860845,0.0014912735508824007
mlp,1.433826283226604,0.006906209778817753,1.4880772014415293,0.09695149472769227,1.562951360797378,0.06957801399504124,1.6404648097097305,0.038591333127254386,1.4087356315155848,0.0028480830194709773
svm,1.6365941262101997,0.015548993819289078,1.5180668945553633,0.43111693332637707,1.5538949422801016,0.3451940026355048,1.6783298868205403,0.4187402627039185,1.6443092246175488,0.001205622796006753
