model,train_test_mean,train_test_var,cross_val_mean,cross_val_var,leave_group_mean,leave_group_var,leave_dataset_mean,leave_dataset_var,stratified_mean,stratified_var
knn,1.1678230684525064,0.010705301193410888,1.0936283236292408,0.24611635354531433,1.1896961474023122,0.2725273926718995,1.3393015078645647,0.1408180146566613,1.1714712226924144,0.0038932342656617714
rf,0.9634408106525408,0.004260022788317732,0.9707470187902683,0.1583094237203684,1.200997302849634,0.32105088681652205,1.371761851206248,0.043245599611827536,0.9387608873705846,0.003325894775130659
ada,0.9867784314154745,0.007483621393394909,0.9620480146127014,0.1785115905849081,1.1920278813715681,0.42063594210670796,1.4221930006216237,0.12924483180805058,0.9533986985095608,0.00399170591861846
gb,1.0133512354282062,0.005803325441697247,1.0093358497425653,0.20809314756285072,1.2429794555221803,0.6441733603118335,1.2570134387399459,0.12526891090923384,1.0099803372703215,0.002106695379013993
xg,1.034070838529601,0.005175665044233614,1.105236496797309,0.19056023814930284,1.2787154891532038,0.36117894818078145,1.3457231477860887,0.09428084685649608,1.019776040580151,0.007299500703492268
mlp,1.3330901567601414,0.010059133439181191,1.243812158596521,0.07331880914764158,1.4612728194477203,0.1392689809747899,1.6899921908629332,0.15477407137717789,1.3684836548012687,0.0013834795552152201
svm,1.1533113322873043,0.0074176866874193365,1.0559026236228808,0.22860806806806183,1.239961243819327,0.547830401029377,1.1960417445201383,0.11929339588864263,1.1513916051934432,0.000365705001608459
