model,train_test_mean,train_test_var,cross_val_mean,cross_val_var,leave_group_mean,leave_group_var,leave_dataset_mean,leave_dataset_var,stratified_mean,stratified_var
knn,1.6049968548957907,0.008382782293204568,1.67856576885152,0.08179244022116097,1.6910762130712165,0.042548958469974696,1.9425147844507324,0.000581089870931825,1.6117635751213608,0.005656447932052938
rf,1.462039386952013,0.007191698915232641,1.476549792912798,0.1143573880859415,1.5036054995190005,0.1155404680747493,1.7224686818890347,0.06521781060573821,1.4375541213778338,0.0022883162985296765
ada,1.497420283829624,0.014682587423860608,1.429506135032308,0.24500410433723718,1.4728834708408156,0.208349232621583,1.790094745372906,0.12125764775920245,1.492247192628949,0.0026210459906455884
gb,1.6638763136717072,0.02016641010946365,1.5544112762215587,0.4497508193692532,1.6014907797313491,0.3471951659811005,1.8254046508455182,0.25921549444630293,1.6782122503541967,0.0028327876634391207
xg,1.566951126854462,0.00829449771192602,1.4534709330098474,0.11861724390775864,1.5438954705059935,0.09925790703381396,1.7691592152374618,0.05348643307768209,1.4754794390388968,0.0024507013028094793
mlp,1.663596730035382,0.016869113334255583,1.8291060174377398,0.06629762328395804,1.830782987051083,0.03367785791511877,1.9547111119018303,0.05633460451768272,1.7740665387760248,0.008075124408608638
svm,1.6479701963512365,0.018959592945375376,1.5177060945947654,0.4310625160073584,1.5536349200724193,0.34537099992391534,1.6778431196543875,0.4192999485711387,1.6438715760153704,0.002145923704529855
