model,train_test_mean,train_test_var,cross_val_mean,cross_val_var,leave_group_mean,leave_group_var,leave_dataset_mean,leave_dataset_var,stratified_mean,stratified_var
knn,0.9856412376369583,0.004788858822931711,0.9493588777644959,0.07119322667270644,0.9729555980142283,0.09052809590896928,1.053506055492957,0.06712456327210456,0.9914698934242141,0.004797720116168089
rf,0.9268419548625256,0.00405542582073222,0.9269648382558547,0.07261926949251346,0.9977891990391945,0.09201744943320522,1.06507106013691,0.03946511828561321,0.9314028453247266,0.0005809085844096739
ada,0.9358904499522192,0.005458646505204142,0.9163266313965303,0.10108258989220373,0.9696791186816427,0.13399668319406519,1.0703643502533728,0.06378005108381683,0.9467437962887801,0.0008901673512126554
gb,1.0361690837024033,0.006657036191419691,0.9821343954989469,0.140124862877591,0.9971180786352057,0.16385371773727364,1.1124084122678486,0.09248059236493963,1.046098975691882,0.0005554459806687666
xg,0.9886565014726975,0.003522134054166069,0.9989639341419971,0.08176039527044547,1.0538297776528807,0.10020701389469226,1.130040665563872,0.03401257503863517,0.9945532317845837,0.0010313749464232577
mlp,1.1687462660260255,0.008531458107243588,1.1897214740545474,0.14021722313001728,1.164041616969034,0.04436006617465537,1.3986546941517422,0.010685320717154508,1.145298938492213,0.001777906986209582
svm,0.9928084620028276,0.006168584314481738,0.9427326904032097,0.12556810696542564,0.9556060380704644,0.14752091926940458,1.0254071386917367,0.12084530843691091,1.0033516235808213,0.0005559144541117263
