model,train_test_mean,train_test_var,cross_val_mean,cross_val_var,leave_group_mean,leave_group_var,leave_dataset_mean,leave_dataset_var,stratified_mean,stratified_var
knn,1.1906718776142082,0.006475287077254488,1.305250218599545,0.16962883651927296,1.5547176112148564,0.1967071712276604,1.5939087108940582,0.0074514766680626975,1.22008222496202,0.013753435980496352
rf,1.0935660116432182,0.0060438309658085165,1.1893570169062362,0.10397521066541504,1.4067817914333047,0.19108244865512522,1.5100900125274903,0.014544419690116257,1.1108173519481537,0.0020664958967007165
ada,1.0943604325946652,0.007049497283241613,1.2000347811495333,0.14870520061169373,1.412087028139959,0.26147720317699946,1.5460446861910233,0.02222062119303422,1.1099099058989612,0.00326828527116841
gb,1.2498355046828424,0.0073444759003012,1.192804497228712,0.2204359480012914,1.2396421690353043,0.23569964908461175,1.3891417651024376,0.09297833777283641,1.2081883588750555,0.0046927238140384315
xg,1.133087825680049,0.005033652807232168,1.164679790663881,0.0972694844347985,1.4123954415795705,0.298663966437215,1.7158677914006921,0.04635293635680113,1.1387648689450762,0.004769640334180512
mlp,1.164893336137578,0.006528306611217919,1.2980872889430541,0.1711443649555677,1.4430225440674491,0.16270970224230372,1.5651870147238574,0.0004636371584607641,1.165011581000612,0.0043774495040831835
svm,1.2804368016979732,0.008098606297949416,1.22783912957735,0.22584797400006199,1.2371871212204206,0.2620815266471107,1.3176958017937261,0.16775724324442684,1.2810882776257257,0.0006571609681285042
