model,train_test_mean,train_test_var,cross_val_mean,cross_val_var,leave_group_mean,leave_group_var,leave_dataset_mean,leave_dataset_var,stratified_mean,stratified_var
knn,0.9598655958860864,0.006537612327084288,0.8971168103636433,0.19543988254307693,0.9822249186834049,0.22195563039708455,1.0965852320271354,0.05353772485878116,0.9519628073315048,0.0031350685802292574
rf,0.8137217922614369,0.004537251031161251,0.8448472441341883,0.09443672292667603,1.1784430876205696,0.2168446873629307,1.1083120340795263,0.038060092943828554,0.7970322311831088,0.0016894059856383727
ada,0.8498802683902718,0.006910380835903502,0.8516176545764802,0.13620642471257122,1.1257635731975852,0.2579495706628622,1.1484964814405343,0.016616415875878983,0.83005455232192,0.0016371703769892938
gb,0.8605690119844362,0.008332575460833363,0.8157534693112394,0.17766578722649712,1.0719368364900037,0.22118094523639378,1.0616220023978757,0.05761665028534665,0.8516117064744696,0.0018236797484370523
xg,0.8704393540100998,0.006211259266011422,0.8682785332594711,0.1511785780216965,1.1332662170009133,0.17808009296552754,0.9899035848874786,0.08185667156405772,0.8222126586292058,0.0011152158186880196
mlp,1.10843502966237,0.011519625105766484,1.0973785621011483,0.10309243668642676,1.1748961649063414,0.15994074166739272,1.250398378899441,0.13503047180866673,1.081107764473864,0.0019552111215876047
svm,0.9686065211484651,0.007298460754994191,0.8570193516857252,0.2135513138759474,0.9383172503701965,0.27660151906110947,1.025407293968907,0.08797581917311306,0.95857736940472,0.00017630110372920181
