model,train_test_mean,train_test_var,cross_val_mean,cross_val_var,leave_group_mean,leave_group_var,leave_dataset_mean,leave_dataset_var,stratified_mean,stratified_var
knn,1.0561132804191031,0.006881049416566398,1.1283210725839625,0.1451498185920764,1.3693727991839273,0.2983923085050711,1.525012800167368,0.0015616885865916083,1.028421726268285,0.012262190513174768
rf,1.022663662744645,0.005391125273519036,1.0884755527330199,0.15953124049675002,1.375204968785956,0.24579762511119832,1.400475786690285,0.03348391178822533,1.0113067955901323,0.0043679728003795356
ada,1.0318948919414506,0.006078343515410039,1.093518521933566,0.20600210589994936,1.3529811382506611,0.2904448439782799,1.459039156871404,0.032165418822038404,1.0207009121584674,0.0036265476611015072
gb,1.0925344667566843,0.007818019829406176,1.0602913241017489,0.19668802813217529,1.2705072826484527,0.6031023050789031,1.3202659832895156,0.2059934718200218,1.1192254209281671,0.001966329074199907
xg,1.0400346044170536,0.00456817738139904,1.071236215852609,0.1323336475310317,1.3372129537319157,0.3538418728203672,1.5681154074542896,0.003033808203940081,1.026122147617972,0.002446295000139557
mlp,1.0612199599509553,0.005669895235687737,1.1075003097873,0.16859663587837417,1.2902330458268418,0.16730731053023648,1.370684957698218,0.03922073181773479,1.071546694623941,0.010397077964825936
svm,1.1465585081111822,0.007285158654577855,1.0567582018146044,0.2279011471258708,1.2417615007723064,0.551777979005308,1.196303864914376,0.11904882945082688,1.152151490296471,0.0002472851235067168
