model,train_test_mean,train_test_var,cross_val_mean,cross_val_var,leave_group_mean,leave_group_var,leave_dataset_mean,leave_dataset_var,stratified_mean,stratified_var
knn,1.3158526582550791,0.006243675035132416,1.3407551072454076,0.11569228247034755,1.419909371066643,0.18085481831445974,1.4763560875160668,0.007829328474243866,1.2926178598506388,0.010945417989976742
rf,1.2291161229134222,0.006631969704493721,1.2330842260285981,0.11565067384750165,1.3145579673830066,0.1129914710132366,1.3946007582205047,0.02727520930338906,1.199445163036539,0.0029971550643396864
ada,1.192369451899143,0.007472193493003036,1.1737353961503865,0.13893060710819075,1.2384353281719753,0.13691273022294032,1.3279762816993648,0.027348158696594866,1.1714429617105298,0.0034482861553583113
gb,1.261792803105536,0.010188808119128503,1.183232655895138,0.22525340299612356,1.228113433228549,0.23417403253836722,1.3197511004887994,0.12144308986483575,1.2562030246304772,0.0006204951375662249
xg,1.1805077466088463,0.0052327732430214845,1.1749503785635929,0.15453260766771712,1.2618708030326196,0.12564373620752523,1.3319121646447183,0.028891532077551598,1.1723896596932935,0.00119695344461264
mlp,1.1974820428429938,0.005822420884154984,1.1807091961048433,0.1417591807180068,1.30788794032691,0.15630236537686007,1.370149136459533,0.04859115159030002,1.1894711162002733,0.0023599496175082256
svm,1.2837423781395165,0.011629113442251588,1.2276959348177934,0.2265311796431795,1.2363036707064876,0.262057774360399,1.317721710644769,0.16804629778287927,1.2765395100951689,0.0008295879915247732
